writer_va,function_va,instruction,source_register_value,receiver_provenance,classification
0x006D3444,0x006D33F0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006D3B60,0x006D3AF0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006D4F5F,0x006D4F50,"mov dword ptr [eax + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006D5E87,0x006D5E60,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006D64C8,0x006D5FC0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006D6637,0x006D64E0,"sub dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006D6BAC,0x006D6A90,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x006D7AD5,0x006D7A90,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006D8D32,0x006D8C30,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006DDCB3,0x006DDC30,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006DDCE1,0x006DDC30,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006DE8F2,0x006DE8A0,"mov dword ptr [eax + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006DF982,0x006DF970,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006DF9C9,0x006DF970,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006DFE5F,0x006DFB10,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006E02DF,0x006E0230,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006E087A,0x006E07D0,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006E08A5,0x006E07D0,"mov byte ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006E08C6,0x006E07D0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006E0942,0x006E07D0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x006E096D,0x006E07D0,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006E098D,0x006E07D0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006E0A66,0x006E0A00,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006E0CFB,0x006E0CA0,"mov dword ptr [esi + 0x30], 0",0,unknown,POSSIBLE_ALIAS
0x006E1101,0x006E0F40,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x006E19AF,0x006E1980,"mov dword ptr [eax + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006E1A57,0x006E1A50,"mov dword ptr [esi + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x006E22FA,0x006E21F0,"mov dword ptr [esp + 0x30], esi",esi,stack slot (esp+0x30),REJECTED_ALIAS
0x006E2473,0x006E23B0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x006E2B34,0x006E29A0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006E2BD1,0x006E2BB0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006E3270,0x006E3220,"mov dword ptr [esi + 0x30], eax",eax,"other-class this (vtable 0x00A85CF4, .?AV?$ArkShaderParameter@VMaVector@@@@)",REJECTED_ALIAS
0x006E357C,0x006E3530,"mov dword ptr [esi + 0x30], ecx",ecx,"other-class this (vtable 0x00A85D1C, .?AV?$ArkShaderParameter@UD3DXVECTOR4@@@@)",REJECTED_ALIAS
0x006E42A4,0x006E4260,"mov dword ptr [eax + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006E4404,0x006E43C0,"mov dword ptr [eax + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006E48A4,0x006E4850,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006E49B5,0x006E4910,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006E49EE,0x006E4910,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006E4A39,0x006E4910,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006E4AF2,0x006E4910,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006E4CDC,0x006E4C60,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006E511E,0x006E5030,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006E51DB,0x006E5190,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x006E6410,0x006E63C0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006E6446,0x006E63C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x006E6FE9,0x006E6FC0,"mov dword ptr [eax + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006E703E,0x006E7010,"mov dword ptr [eax + 0x30], esi",esi,unknown,POSSIBLE_ALIAS
0x006E832C,0x006E82F0,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x006E89AB,0x006E8930,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006E89FC,0x006E8930,"mov byte ptr [esp + 0x30], 2",2,stack slot (esp+0x30),REJECTED_ALIAS
0x006E9B82,0x006E9B50,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006E9D1D,0x006E9BE0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006E9F7A,0x006E9EF0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x006EC72D,0x006EC6A0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006ED68F,0x006ED620,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x006EE9DA,0x006EE950,"mov byte ptr [esp + 0x30], bl",bl,stack slot (esp+0x30),REJECTED_ALIAS
0x006EF641,0x006EF4F0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x006F0740,0x006F06C0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006F0BE7,0x006F0B90,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006F15FF,0x006F15A0,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x006F18B1,0x006F1860,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006F2168,0x006F2110,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006F22E9,0x006F2280,"mov dword ptr [edi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x006F2903,0x006F28D0,"mov dword ptr [esi + 0x30], eax",eax,"other-class this (vtable 0x00A85CF4, .?AV?$ArkShaderParameter@VMaVector@@@@)",REJECTED_ALIAS
0x006F2CF0,0x006F2C70,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006F5240,0x006F51C0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006F5CEB,0x006F5C60,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006F66D0,0x006F6650,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006FA904,0x006FA8D0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x006FA93D,0x006FA8D0,"mov byte ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x006FBDFE,0x006FBDB0,"mov dword ptr [ebx + 0x30], eax",eax,"other-class this (vtable 0x00A865F4, .?AVArkAnimationRotation@@)",REJECTED_ALIAS
0x006FBE3D,0x006FBDB0,"mov dword ptr [ebx + 0x30], ecx",ecx,"other-class this (vtable 0x00A865F4, .?AVArkAnimationRotation@@)",REJECTED_ALIAS
0x006FBE5D,0x006FBDB0,"mov dword ptr [ebx + 0x30], edx",edx,"other-class this (vtable 0x00A865F4, .?AVArkAnimationRotation@@)",REJECTED_ALIAS
0x006FBFE6,0x006FBF90,"mov dword ptr [esi + 0x30], ecx",ecx,"other-class this (vtable 0x00A86608, .?AVArkAnimationIntensity@@)",REJECTED_ALIAS
0x006FBFF7,0x006FBF90,"mov dword ptr [esi + 0x30], ecx",ecx,"other-class this (vtable 0x00A86608, .?AVArkAnimationIntensity@@)",REJECTED_ALIAS
0x006FC008,0x006FBF90,"mov dword ptr [esi + 0x30], ecx",ecx,"other-class this (vtable 0x00A86608, .?AVArkAnimationIntensity@@)",REJECTED_ALIAS
0x006FC019,0x006FBF90,"mov dword ptr [esi + 0x30], ecx",ecx,"other-class this (vtable 0x00A86608, .?AVArkAnimationIntensity@@)",REJECTED_ALIAS
0x006FC1A5,0x006FC040,"mov dword ptr [eax + 0x30], edi",edi,unknown,POSSIBLE_ALIAS
0x006FC375,0x006FC200,"mov dword ptr [edx + 0x30], ebx",ebx,unknown,POSSIBLE_ALIAS
0x006FCFCC,0x006FCEF0,"mov dword ptr [ebx + 0x30], eax",eax,unknown,POSSIBLE_ALIAS
0x006FDDB8,0x006FDD90,"mov byte ptr [ecx + 0x30], dl",dl,unknown,POSSIBLE_ALIAS
0x006FDEE4,0x006FDE90,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x006FE1E6,0x006FE190,"mov dword ptr [esi + 0x30], ebx",ebx,unknown,POSSIBLE_ALIAS
0x00703F85,0x00703F10,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00704660,0x00704550,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0070480A,0x00704760,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00704DB6,0x00704D50,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00705750,0x007056D0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00705EC3,0x00705E70,"mov dword ptr [esp + 0x30], ebp",ebp,stack slot (esp+0x30),REJECTED_ALIAS
0x007062C1,0x00706290,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00706D4B,0x00706AC0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00706FD3,0x00706AC0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x0070730C,0x00707070,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0070782C,0x007077C0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00707B87,0x00707960,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00708025,0x00707FB0,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0070822F,0x00708130,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00708A5B,0x00708830,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00709143,0x007090E0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x00709669,0x00709610,"mov dword ptr [esp + 0x30], 0x8b1",0x8b1,stack slot (esp+0x30),REJECTED_ALIAS
0x00709712,0x00709610,"mov dword ptr [esp + 0x30], 0x8b2",0x8b2,stack slot (esp+0x30),REJECTED_ALIAS
0x007097BB,0x00709610,"mov dword ptr [esp + 0x30], 0x8b3",0x8b3,stack slot (esp+0x30),REJECTED_ALIAS
0x0070985D,0x00709610,"mov dword ptr [esp + 0x30], 0x8b4",0x8b4,stack slot (esp+0x30),REJECTED_ALIAS
0x00709903,0x00709610,"mov dword ptr [esp + 0x30], 0x8b5",0x8b5,stack slot (esp+0x30),REJECTED_ALIAS
0x007099AD,0x00709610,"mov dword ptr [esp + 0x30], 0xfb6",0xfb6,stack slot (esp+0x30),REJECTED_ALIAS
0x00709A2A,0x00709610,"mov dword ptr [esp + 0x30], 0xfb7",0xfb7,stack slot (esp+0x30),REJECTED_ALIAS
0x00709B01,0x00709610,"mov dword ptr [esp + 0x30], 0xfb8",0xfb8,stack slot (esp+0x30),REJECTED_ALIAS
0x00709B8A,0x00709610,"mov dword ptr [esp + 0x30], 0xfb9",0xfb9,stack slot (esp+0x30),REJECTED_ALIAS
0x00709C55,0x00709610,"mov dword ptr [esp + 0x30], 0xfba",0xfba,stack slot (esp+0x30),REJECTED_ALIAS
0x00709CE8,0x00709610,"mov dword ptr [esp + 0x30], 0xfbb",0xfbb,stack slot (esp+0x30),REJECTED_ALIAS
0x00709DA9,0x00709610,"mov dword ptr [esp + 0x30], 0x8b6",0x8b6,stack slot (esp+0x30),REJECTED_ALIAS
0x00709E44,0x00709610,"mov dword ptr [esp + 0x30], 0x8b7",0x8b7,stack slot (esp+0x30),REJECTED_ALIAS
0x00709EFD,0x00709610,"mov dword ptr [esp + 0x30], 0x8b8",0x8b8,stack slot (esp+0x30),REJECTED_ALIAS
0x00709FA7,0x00709610,"mov dword ptr [esp + 0x30], 0x8b9",0x8b9,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A04D,0x00709610,"mov dword ptr [esp + 0x30], 0x8ba",0x8ba,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A0F7,0x00709610,"mov dword ptr [esp + 0x30], 0x8bb",0x8bb,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A19D,0x00709610,"mov dword ptr [esp + 0x30], 0x8bc",0x8bc,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A247,0x00709610,"mov dword ptr [esp + 0x30], 0x8bd",0x8bd,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A2FD,0x00709610,"mov dword ptr [esp + 0x30], 0x8be",0x8be,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A3AA,0x00709610,"mov dword ptr [esp + 0x30], 0x8bf",0x8bf,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A45C,0x00709610,"mov dword ptr [esp + 0x30], 0xfdd",0xfdd,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A513,0x00709610,"mov dword ptr [esp + 0x30], 0x8c9",0x8c9,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A596,0x00709610,"mov dword ptr [esp + 0x30], 0x8c0",0x8c0,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A670,0x00709610,"mov dword ptr [esp + 0x30], 0x8c1",0x8c1,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A6FD,0x00709610,"mov dword ptr [esp + 0x30], 0x8c3",0x8c3,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A7D4,0x00709610,"mov dword ptr [esp + 0x30], 0x8c4",0x8c4,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A86F,0x00709610,"mov dword ptr [esp + 0x30], 0x8c5",0x8c5,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A938,0x00709610,"mov dword ptr [esp + 0x30], 0x8c6",0x8c6,stack slot (esp+0x30),REJECTED_ALIAS
0x0070A9DB,0x00709610,"mov dword ptr [esp + 0x30], 0x8c7",0x8c7,stack slot (esp+0x30),REJECTED_ALIAS
0x0070AA9D,0x00709610,"mov dword ptr [esp + 0x30], 0x8c8",0x8c8,stack slot (esp+0x30),REJECTED_ALIAS
0x0070AB47,0x00709610,"mov dword ptr [esp + 0x30], 0x8c2",0x8c2,stack slot (esp+0x30),REJECTED_ALIAS
0x0070BE6D,0x0070BDE0,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0070C396,0x0070C2F0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0070DA5A,0x0070D990,"mov dword ptr [ebx + 0x30], 0x1f00",0x1f00,unknown,POSSIBLE_ALIAS
0x0070F495,0x0070F460,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0070F669,0x0070F630,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0070F7B7,0x0070F6C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00713B63,0x00713AF0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00717DFC,0x00717D70,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00717E91,0x00717E30,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0071811E,0x007180E0,"mov dword ptr [esi + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x007181B9,0x00718160,"mov dword ptr [edi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x007182D2,0x00718280,"mov dword ptr [edi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x0071A4FC,0x0071A4D0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0071ACF9,0x0071AC10,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0071AE6C,0x0071AD90,"mov dword ptr [edi + 0x30], 6",6,unknown,POSSIBLE_ALIAS
0x00726A4B,0x00726900,"or dword ptr [ebp + 0x30], edx",edx,unknown (ebp repurposed),POSSIBLE_ALIAS
0x00726A50,0x00726900,"or dword ptr [ebp + 0x30], eax",eax,unknown (ebp repurposed),POSSIBLE_ALIAS
0x00726EC6,0x00726E70,"mov dword ptr [esi + 0x30], edi",edi,"other-class this (vtable 0x00A86B48, .?AVArkObject@@)",REJECTED_ALIAS
0x00728634,0x00728600,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x007286FD,0x00728600,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0072A54F,0x0072A4C0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x0072E8FC,0x0072E7A0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x0072E9B7,0x0072E970,"mov dword ptr [esp + 0x30], ecx",ecx,stack slot (esp+0x30),REJECTED_ALIAS
0x0072EACB,0x0072EA50,"mov dword ptr [esp + 0x30], edx",edx,stack slot (esp+0x30),REJECTED_ALIAS
0x0072FB38,0x0072FA30,"mov dword ptr [esp + 0x30], edi",edi,stack slot (esp+0x30),REJECTED_ALIAS
0x0072FF12,0x0072FEE0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x0072FFA7,0x0072FF60,"mov dword ptr [esp + 0x30], esp",esp,stack slot (esp+0x30),REJECTED_ALIAS
0x007321C0,0x00732140,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00733313,0x007332C0,"mov dword ptr [eax + 0x30], edx",edx,unknown,POSSIBLE_ALIAS
0x00733387,0x00733350,"mov dword ptr [esi + 0x30], ecx",ecx,unknown,POSSIBLE_ALIAS
0x00733504,0x00733490,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00733535,0x00733490,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00735555,0x007354F0,"mov dword ptr [esi + 0x30], ebx",ebx,unknown,POSSIBLE_ALIAS
0x00735FF2,0x00735F60,"mov dword ptr [esi + 0x30], 0x10",0x10,unknown,POSSIBLE_ALIAS
0x00736F5F,0x00736B90,"mov dword ptr [ebp + 0x30], eax",eax,unknown (ebp repurposed),POSSIBLE_ALIAS
0x00736F69,0x00736B90,"mov dword ptr [ebp + 0x30], 0",0,unknown (ebp repurposed),POSSIBLE_ALIAS
0x00738B0C,0x00738AC0,"mov dword ptr [esp + 0x30], ebx",ebx,stack slot (esp+0x30),REJECTED_ALIAS
0x00738CF6,0x00738C80,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00739294,0x00739230,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00739522,0x00739480,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00739979,0x00739910,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00739BD6,0x00739B10,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x00739CE6,0x00739C80,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x00739DF6,0x00739D90,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x00739F06,0x00739EA0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A016,0x00739FB0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A126,0x0073A0C0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A236,0x0073A1D0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A346,0x0073A2E0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A456,0x0073A3F0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A566,0x0073A500,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A676,0x0073A610,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A786,0x0073A720,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A896,0x0073A830,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073A9A6,0x0073A940,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073AAB6,0x0073AA50,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073ABC6,0x0073AB60,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073ACD6,0x0073AC70,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073ADE6,0x0073AD80,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073AEF6,0x0073AE90,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B006,0x0073AFA0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B116,0x0073B0B0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B226,0x0073B1C0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B336,0x0073B2D0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B446,0x0073B3E0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B556,0x0073B4F0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B666,0x0073B600,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B776,0x0073B710,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B886,0x0073B820,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073B996,0x0073B930,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073BAA6,0x0073BA40,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073BBB6,0x0073BB50,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073BCC6,0x0073BC60,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073BDD6,0x0073BD70,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073BEE6,0x0073BE80,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073BFF6,0x0073BF90,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x0073C106,0x0073C0A0,"mov byte ptr [esp + 0x30], 3",3,stack slot (esp+0x30),REJECTED_ALIAS
0x00740E4D,0x00740D70,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00741221,0x007411D0,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00741783,0x007416F0,"mov dword ptr [esp + 0x30], 0xffffffff",0xffffffff,stack slot (esp+0x30),REJECTED_ALIAS
0x00741CBA,0x00741C30,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x007470BB,0x00747030,"mov dword ptr [esp + 0x30], 0",0,stack slot (esp+0x30),REJECTED_ALIAS
0x00747F74,0x00747EA0,"mov dword ptr [esp + 0x30], 1",1,stack slot (esp+0x30),REJECTED_ALIAS
0x007480D3,0x00747FE0,"mov word ptr [esp + 0x30], ax",ax,stack slot (esp+0x30),REJECTED_ALIAS
0x007480E0,0x00747FE0,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
0x00748328,0x00748310,"mov dword ptr [esp + 0x30], eax",eax,stack slot (esp+0x30),REJECTED_ALIAS
